ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000017
ref_EMBL_files	JX140656.embl
ref_bases	8958
ref_sequences	1
ref_bases_assembled	7910
ref_sequences_assembled	0
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	964
assembly_bases	729530
assembly_bases_in_ref	10162
assembly_contigs	1977
assembly_contigs_hit_ref	12
assembly_bases_reads_disagree	1071
assembly_sum_longest_match_each_segment	3290
cds_number	8
cds_assembled	3
cds_assembled_ok	0
gage_Missing_Reference_Bases	1905
gage_Missing_Assembly_Bases	722471
gage_Missing_Assembly_Contigs	1972
gage_Duplicated_Reference_Bases	0
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	1529
gage_Avg_Idy	90.87
gage_SNPs	636
gage_Indels_<_5bp	8
gage_Indels_>=_5	3
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	10
ratt_elements_transferred_partially	2
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	9
ratt_elements_not_transferred	7
ratt_gene_models_to_transfer	8
ratt_gene_models_transferred	4
ratt_gene_models_transferred_partially	2
ratt_exons_not_transferred_from_partial_matches	2
ratt_gene_models_not_transferred	2
