ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/3034/Ref_DB/EMBL/added.2000000029
ref_EMBL_files	CY121568.embl CY121569.embl CY121570.embl CY121571.embl CY121572.embl CY121573.embl CY121574.embl CY121575.embl
ref_bases	13416
ref_sequences	8
ref_bases_assembled	13382
ref_sequences_assembled	8
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	34
assembly_bases	51456
assembly_bases_in_ref	34837
assembly_contigs	104
assembly_contigs_hit_ref	94
assembly_bases_reads_disagree	11
assembly_sum_longest_match_each_segment	13615
cds_number	11
cds_assembled	11
cds_assembled_ok	0
gage_Missing_Reference_Bases	37
gage_Missing_Assembly_Bases	17858
gage_Missing_Assembly_Contigs	16
gage_Duplicated_Reference_Bases	19677
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	13747
gage_Avg_Idy	97.69
gage_SNPs	296
gage_Indels_<_5bp	3
gage_Indels_>=_5	0
gage_Inversions	0
gage_Relocation	0
gage_Translocation	1
ratt_elements_found	41
ratt_elements_transferred	41
ratt_elements_transferred_partially	0
ratt_elements_split	4
ratt_parts_of_elements_not_transferred	0
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	11
ratt_gene_models_transferred	11
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	0
