ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000040
ref_EMBL_files	AY795904.embl
ref_bases	8836
ref_sequences	1
ref_bases_assembled	8747
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	4
assembly_bases	32656
assembly_bases_in_ref	9146
assembly_contigs	45
assembly_contigs_hit_ref	3
assembly_bases_reads_disagree	59
assembly_sum_longest_match_each_segment	4820
cds_number	9
cds_assembled	8
cds_assembled_ok	5
gage_Missing_Reference_Bases	1374
gage_Missing_Assembly_Bases	24776
gage_Missing_Assembly_Contigs	42
gage_Duplicated_Reference_Bases	142
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	921
gage_Avg_Idy	91.39
gage_SNPs	644
gage_Indels_<_5bp	8
gage_Indels_>=_5	6
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	13
ratt_elements_transferred_partially	1
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	6
ratt_elements_not_transferred	5
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	5
ratt_gene_models_transferred_partially	1
ratt_exons_not_transferred_from_partial_matches	1
ratt_gene_models_not_transferred	3
