ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/3034/Ref_DB/EMBL/added.2000000048
ref_EMBL_files	CY134844.embl CY134845.embl CY134846.embl CY134847.embl CY134848.embl CY134849.embl CY134850.embl CY134851.embl
ref_bases	13353
ref_sequences	8
ref_bases_assembled	13033
ref_sequences_assembled	7
ref_sequences_assembled_ok	2
ref_bases_assembler_missed	320
assembly_bases	28516
assembly_bases_in_ref	17573
assembly_contigs	46
assembly_contigs_hit_ref	23
assembly_bases_reads_disagree	22
assembly_sum_longest_match_each_segment	11645
cds_number	12
cds_assembled	10
cds_assembled_ok	2
gage_Missing_Reference_Bases	320
gage_Missing_Assembly_Bases	10602
gage_Missing_Assembly_Contigs	23
gage_Duplicated_Reference_Bases	3366
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	802
gage_Avg_Idy	99.8
gage_SNPs	21
gage_Indels_<_5bp	0
gage_Indels_>=_5	0
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	43
ratt_elements_transferred	41
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	2
ratt_elements_not_transferred	2
ratt_gene_models_to_transfer	12
ratt_gene_models_transferred	11
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	1
