ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000032
ref_EMBL_files	JQ341411.embl
ref_bases	9128
ref_sequences	1
ref_bases_assembled	8928
ref_sequences_assembled	1
ref_sequences_assembled_ok	1
ref_bases_assembler_missed	68
assembly_bases	19402
assembly_bases_in_ref	8952
assembly_contigs	18
assembly_contigs_hit_ref	1
assembly_bases_reads_disagree	3
assembly_sum_longest_match_each_segment	9042
cds_number	9
cds_assembled	8
cds_assembled_ok	7
gage_Missing_Reference_Bases	1065
gage_Missing_Assembly_Bases	11348
gage_Missing_Assembly_Contigs	17
gage_Duplicated_Reference_Bases	0
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	90
gage_Avg_Idy	91.83
gage_SNPs	629
gage_Indels_<_5bp	31
gage_Indels_>=_5	6
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	19
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	0
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	9
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	0
