ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000046
ref_EMBL_files	EU884500.embl
ref_bases	8921
ref_sequences	1
ref_bases_assembled	8915
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	0
assembly_bases	272489
assembly_bases_in_ref	17995
assembly_contigs	654
assembly_contigs_hit_ref	9
assembly_bases_reads_disagree	290
assembly_sum_longest_match_each_segment	7327
cds_number	7
cds_assembled	6
cds_assembled_ok	2
gage_Missing_Reference_Bases	1246
gage_Missing_Assembly_Bases	257378
gage_Missing_Assembly_Contigs	646
gage_Duplicated_Reference_Bases	7437
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	3513
gage_Avg_Idy	91.72
gage_SNPs	572
gage_Indels_<_5bp	33
gage_Indels_>=_5	1
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	22
ratt_elements_transferred	16
ratt_elements_transferred_partially	2
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	6
ratt_elements_not_transferred	4
ratt_gene_models_to_transfer	7
ratt_gene_models_transferred	6
ratt_gene_models_transferred_partially	1
ratt_exons_not_transferred_from_partial_matches	1
ratt_gene_models_not_transferred	0
