ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000003
ref_EMBL_files	EU861977.embl
ref_bases	9781
ref_sequences	1
ref_bases_assembled	9103
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	240
assembly_bases	26685
assembly_bases_in_ref	8971
assembly_contigs	20
assembly_contigs_hit_ref	1
assembly_bases_reads_disagree	6
assembly_sum_longest_match_each_segment	9128
cds_number	9
cds_assembled	3
cds_assembled_ok	3
gage_Missing_Reference_Bases	5327
gage_Missing_Assembly_Bases	22225
gage_Missing_Assembly_Contigs	19
gage_Duplicated_Reference_Bases	0
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	3546
gage_Avg_Idy	87.47
gage_SNPs	502
gage_Indels_<_5bp	26
gage_Indels_>=_5	1
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	21
ratt_elements_transferred	21
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	0
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	9
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	0
