ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000059
ref_EMBL_files	JX140669.embl
ref_bases	8978
ref_sequences	1
ref_bases_assembled	8898
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	0
assembly_bases	152045
assembly_bases_in_ref	12501
assembly_contigs	303
assembly_contigs_hit_ref	7
assembly_bases_reads_disagree	156
assembly_sum_longest_match_each_segment	3759
cds_number	9
cds_assembled	7
cds_assembled_ok	0
gage_Missing_Reference_Bases	1620
gage_Missing_Assembly_Bases	142052
gage_Missing_Assembly_Contigs	298
gage_Duplicated_Reference_Bases	2583
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	2817
gage_Avg_Idy	91.63
gage_SNPs	576
gage_Indels_<_5bp	44
gage_Indels_>=_5	2
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	18
ratt_elements_transferred_partially	1
ratt_elements_split	8
ratt_parts_of_elements_not_transferred	1
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	8
ratt_gene_models_transferred_partially	1
ratt_exons_not_transferred_from_partial_matches	1
ratt_gene_models_not_transferred	0
