ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000032
ref_EMBL_files	JQ341411.embl
ref_bases	9128
ref_sequences	1
ref_bases_assembled	8951
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	56
assembly_bases	45611
assembly_bases_in_ref	9547
assembly_contigs	78
assembly_contigs_hit_ref	3
assembly_bases_reads_disagree	14
assembly_sum_longest_match_each_segment	9164
cds_number	9
cds_assembled	8
cds_assembled_ok	4
gage_Missing_Reference_Bases	1042
gage_Missing_Assembly_Bases	36969
gage_Missing_Assembly_Contigs	75
gage_Duplicated_Reference_Bases	565
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	454
gage_Avg_Idy	91.84
gage_SNPs	630
gage_Indels_<_5bp	31
gage_Indels_>=_5	6
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	19
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	0
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	9
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	0
