ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000114
ref_EMBL_files	AF492624.embl
ref_bases	9017
ref_sequences	1
ref_bases_assembled	8931
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	0
assembly_bases	248737
assembly_bases_in_ref	12896
assembly_contigs	450
assembly_contigs_hit_ref	12
assembly_bases_reads_disagree	307
assembly_sum_longest_match_each_segment	9141
cds_number	9
cds_assembled	5
cds_assembled_ok	2
gage_Missing_Reference_Bases	1201
gage_Missing_Assembly_Bases	238712
gage_Missing_Assembly_Contigs	442
gage_Duplicated_Reference_Bases	1824
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	1308
gage_Avg_Idy	88.31
gage_SNPs	858
gage_Indels_<_5bp	49
gage_Indels_>=_5	2
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	20
ratt_elements_transferred	20
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	0
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	9
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	0
