ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000095
ref_EMBL_files	HQ215553.embl
ref_bases	8857
ref_sequences	1
ref_bases_assembled	8754
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	6
assembly_bases	287015
assembly_bases_in_ref	26201
assembly_contigs	663
assembly_contigs_hit_ref	7
assembly_bases_reads_disagree	337
assembly_sum_longest_match_each_segment	8529
cds_number	9
cds_assembled	8
cds_assembled_ok	0
gage_Missing_Reference_Bases	147
gage_Missing_Assembly_Bases	261633
gage_Missing_Assembly_Contigs	658
gage_Duplicated_Reference_Bases	15307
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	1043
gage_Avg_Idy	92.31
gage_SNPs	564
gage_Indels_<_5bp	32
gage_Indels_>=_5	0
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	19
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	0
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	9
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	0
