ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/3034/Ref_DB/EMBL/added.2000000045
ref_EMBL_files	CY162504.embl CY162505.embl CY162506.embl CY162507.embl CY162508.embl CY162509.embl CY162510.embl CY162511.embl
ref_bases	13393
ref_sequences	8
ref_bases_assembled	13390
ref_sequences_assembled	8
ref_sequences_assembled_ok	7
ref_bases_assembler_missed	3
assembly_bases	57562
assembly_bases_in_ref	13412
assembly_contigs	160
assembly_contigs_hit_ref	9
assembly_bases_reads_disagree	158
assembly_sum_longest_match_each_segment	13380
cds_number	12
cds_assembled	12
cds_assembled_ok	9
gage_Missing_Reference_Bases	3
gage_Missing_Assembly_Bases	44150
gage_Missing_Assembly_Contigs	151
gage_Duplicated_Reference_Bases	0
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	466
gage_Avg_Idy	98.2
gage_SNPs	240
gage_Indels_<_5bp	0
gage_Indels_>=_5	0
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	43
ratt_elements_transferred	42
ratt_elements_transferred_partially	1
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	1
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	12
ratt_gene_models_transferred	11
ratt_gene_models_transferred_partially	1
ratt_exons_not_transferred_from_partial_matches	1
ratt_gene_models_not_transferred	0
