ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/3034/Ref_DB/EMBL/added.2000000113
ref_EMBL_files	CY176225.embl CY176226.embl CY176227.embl CY176228.embl CY176229.embl CY176230.embl CY176231.embl CY176232.embl
ref_bases	14245
ref_sequences	8
ref_bases_assembled	13726
ref_sequences_assembled	7
ref_sequences_assembled_ok	2
ref_bases_assembler_missed	519
assembly_bases	25845
assembly_bases_in_ref	24498
assembly_contigs	45
assembly_contigs_hit_ref	45
assembly_bases_reads_disagree	7
assembly_sum_longest_match_each_segment	10970
cds_number	11
cds_assembled	9
cds_assembled_ok	3
gage_Missing_Reference_Bases	519
gage_Missing_Assembly_Bases	1259
gage_Missing_Assembly_Contigs	0
gage_Duplicated_Reference_Bases	9590
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	1259
gage_Avg_Idy	99.75
gage_SNPs	32
gage_Indels_<_5bp	0
gage_Indels_>=_5	0
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	38
ratt_elements_transferred	35
ratt_elements_transferred_partially	1
ratt_elements_split	2
ratt_parts_of_elements_not_transferred	3
ratt_elements_not_transferred	2
ratt_gene_models_to_transfer	11
ratt_gene_models_transferred	9
ratt_gene_models_transferred_partially	1
ratt_exons_not_transferred_from_partial_matches	1
ratt_gene_models_not_transferred	1
