ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000096
ref_EMBL_files	DQ234790.embl
ref_bases	9056
ref_sequences	1
ref_bases_assembled	8899
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	97
assembly_bases	261322
assembly_bases_in_ref	12626
assembly_contigs	662
assembly_contigs_hit_ref	9
assembly_bases_reads_disagree	276
assembly_sum_longest_match_each_segment	9059
cds_number	9
cds_assembled	8
cds_assembled_ok	2
gage_Missing_Reference_Bases	385
gage_Missing_Assembly_Bases	250687
gage_Missing_Assembly_Contigs	657
gage_Duplicated_Reference_Bases	1756
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	1107
gage_Avg_Idy	92.34
gage_SNPs	619
gage_Indels_<_5bp	33
gage_Indels_>=_5	4
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	19
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	0
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	9
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	0
