ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/3034/Ref_DB/EMBL/added.2000000081
ref_EMBL_files	KJ943154.embl KJ943155.embl KJ943156.embl KJ943157.embl KJ943158.embl KJ943159.embl KJ943160.embl KJ943161.embl
ref_bases	13286
ref_sequences	8
ref_bases_assembled	13286
ref_sequences_assembled	8
ref_sequences_assembled_ok	4
ref_bases_assembler_missed	0
assembly_bases	116059
assembly_bases_in_ref	15838
assembly_contigs	174
assembly_contigs_hit_ref	12
assembly_bases_reads_disagree	81
assembly_sum_longest_match_each_segment	13311
cds_number	12
cds_assembled	12
cds_assembled_ok	5
gage_Missing_Reference_Bases	0
gage_Missing_Assembly_Bases	100151
gage_Missing_Assembly_Contigs	162
gage_Duplicated_Reference_Bases	2608
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	748
gage_Avg_Idy	99.58
gage_SNPs	56
gage_Indels_<_5bp	0
gage_Indels_>=_5	0
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	35
ratt_elements_transferred	34
ratt_elements_transferred_partially	1
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	1
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	12
ratt_gene_models_transferred	11
ratt_gene_models_transferred_partially	1
ratt_exons_not_transferred_from_partial_matches	1
ratt_gene_models_not_transferred	0
