ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000053
ref_EMBL_files	AY713416.embl
ref_bases	8720
ref_sequences	1
ref_bases_assembled	8586
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	80
assembly_bases	17085
assembly_bases_in_ref	8922
assembly_contigs	15
assembly_contigs_hit_ref	1
assembly_bases_reads_disagree	62
assembly_sum_longest_match_each_segment	9321
cds_number	8
cds_assembled	8
cds_assembled_ok	6
gage_Missing_Reference_Bases	555
gage_Missing_Assembly_Bases	8662
gage_Missing_Assembly_Contigs	14
gage_Duplicated_Reference_Bases	0
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	84
gage_Avg_Idy	93.38
gage_SNPs	513
gage_Indels_<_5bp	19
gage_Indels_>=_5	6
gage_Inversions	1
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	17
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	2
ratt_elements_not_transferred	2
ratt_gene_models_to_transfer	8
ratt_gene_models_transferred	7
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	1
