ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/3034/Ref_DB/EMBL/added.2000000068
ref_EMBL_files	CY008884.embl CY008885.embl CY008886.embl CY008887.embl CY008888.embl CY008889.embl CY008890.embl CY008891.embl
ref_bases	13334
ref_sequences	8
ref_bases_assembled	13209
ref_sequences_assembled	8
ref_sequences_assembled_ok	3
ref_bases_assembler_missed	122
assembly_bases	43644
assembly_bases_in_ref	14632
assembly_contigs	59
assembly_contigs_hit_ref	15
assembly_bases_reads_disagree	19
assembly_sum_longest_match_each_segment	13006
cds_number	11
cds_assembled	11
cds_assembled_ok	4
gage_Missing_Reference_Bases	125
gage_Missing_Assembly_Bases	29133
gage_Missing_Assembly_Contigs	44
gage_Duplicated_Reference_Bases	1137
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	1155
gage_Avg_Idy	96.01
gage_SNPs	527
gage_Indels_<_5bp	1
gage_Indels_>=_5	0
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	41
ratt_elements_transferred	41
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	0
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	11
ratt_gene_models_transferred	11
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	0
