ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000040
ref_EMBL_files	AY795904.embl
ref_bases	8836
ref_sequences	1
ref_bases_assembled	8317
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	434
assembly_bases	19358
assembly_bases_in_ref	9489
assembly_contigs	30
assembly_contigs_hit_ref	6
assembly_bases_reads_disagree	52
assembly_sum_longest_match_each_segment	4914
cds_number	9
cds_assembled	6
cds_assembled_ok	4
gage_Missing_Reference_Bases	2944
gage_Missing_Assembly_Bases	12951
gage_Missing_Assembly_Contigs	26
gage_Duplicated_Reference_Bases	236
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	1897
gage_Avg_Idy	91.84
gage_SNPs	476
gage_Indels_<_5bp	13
gage_Indels_>=_5	5
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	13
ratt_elements_transferred_partially	1
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	6
ratt_elements_not_transferred	5
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	5
ratt_gene_models_transferred_partially	1
ratt_exons_not_transferred_from_partial_matches	1
ratt_gene_models_not_transferred	3
