ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000003
ref_EMBL_files	EU861977.embl
ref_bases	9781
ref_sequences	1
ref_bases_assembled	9103
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	243
assembly_bases	16481
assembly_bases_in_ref	10594
assembly_contigs	17
assembly_contigs_hit_ref	7
assembly_bases_reads_disagree	11
assembly_sum_longest_match_each_segment	5256
cds_number	9
cds_assembled	3
cds_assembled_ok	0
gage_Missing_Reference_Bases	5327
gage_Missing_Assembly_Bases	10955
gage_Missing_Assembly_Contigs	12
gage_Duplicated_Reference_Bases	789
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	4915
gage_Avg_Idy	87.85
gage_SNPs	484
gage_Indels_<_5bp	24
gage_Indels_>=_5	1
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	21
ratt_elements_transferred	8
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	15
ratt_elements_not_transferred	13
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	3
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	6
