ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000059
ref_EMBL_files	JX140669.embl
ref_bases	8978
ref_sequences	1
ref_bases_assembled	8873
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	25
assembly_bases	20020
assembly_bases_in_ref	10292
assembly_contigs	15
assembly_contigs_hit_ref	2
assembly_bases_reads_disagree	49
assembly_sum_longest_match_each_segment	9328
cds_number	9
cds_assembled	7
cds_assembled_ok	5
gage_Missing_Reference_Bases	530
gage_Missing_Assembly_Bases	10686
gage_Missing_Assembly_Contigs	13
gage_Duplicated_Reference_Bases	625
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	900
gage_Avg_Idy	91.38
gage_SNPs	695
gage_Indels_<_5bp	37
gage_Indels_>=_5	5
gage_Inversions	1
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	11
ratt_elements_transferred_partially	2
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	8
ratt_elements_not_transferred	6
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	4
ratt_gene_models_transferred_partially	2
ratt_exons_not_transferred_from_partial_matches	2
ratt_gene_models_not_transferred	3
