ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000066
ref_EMBL_files	AY253311.embl
ref_bases	8775
ref_sequences	1
ref_bases_assembled	8723
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	0
assembly_bases	38052
assembly_bases_in_ref	9009
assembly_contigs	66
assembly_contigs_hit_ref	2
assembly_bases_reads_disagree	87
assembly_sum_longest_match_each_segment	6397
cds_number	8
cds_assembled	5
cds_assembled_ok	2
gage_Missing_Reference_Bases	3313
gage_Missing_Assembly_Bases	32592
gage_Missing_Assembly_Contigs	65
gage_Duplicated_Reference_Bases	0
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	932
gage_Avg_Idy	90.1
gage_SNPs	516
gage_Indels_<_5bp	26
gage_Indels_>=_5	2
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	15
ratt_elements_transferred_partially	2
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	4
ratt_elements_not_transferred	2
ratt_gene_models_to_transfer	8
ratt_gene_models_transferred	5
ratt_gene_models_transferred_partially	2
ratt_exons_not_transferred_from_partial_matches	2
ratt_gene_models_not_transferred	1
