ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000059
ref_EMBL_files	JX140669.embl
ref_bases	8978
ref_sequences	1
ref_bases_assembled	8898
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	0
assembly_bases	753257
assembly_bases_in_ref	25833
assembly_contigs	1831
assembly_contigs_hit_ref	20
assembly_bases_reads_disagree	786
assembly_sum_longest_match_each_segment	4386
cds_number	9
cds_assembled	7
cds_assembled_ok	0
gage_Missing_Reference_Bases	498
gage_Missing_Assembly_Bases	730222
gage_Missing_Assembly_Contigs	1814
gage_Duplicated_Reference_Bases	12853
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	2833
gage_Avg_Idy	91.56
gage_SNPs	585
gage_Indels_<_5bp	42
gage_Indels_>=_5	0
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	19
ratt_elements_transferred_partially	0
ratt_elements_split	8
ratt_parts_of_elements_not_transferred	0
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	9
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	0
