ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/3034/Ref_DB/EMBL/added.2000000096
ref_EMBL_files	CY104356.embl CY104357.embl CY104358.embl CY104359.embl CY104360.embl CY104361.embl CY104362.embl CY104363.embl
ref_bases	13378
ref_sequences	8
ref_bases_assembled	11644
ref_sequences_assembled	7
ref_sequences_assembled_ok	4
ref_bases_assembler_missed	1734
assembly_bases	74111
assembly_bases_in_ref	15261
assembly_contigs	212
assembly_contigs_hit_ref	23
assembly_bases_reads_disagree	309
assembly_sum_longest_match_each_segment	10507
cds_number	11
cds_assembled	9
cds_assembled_ok	4
gage_Missing_Reference_Bases	1743
gage_Missing_Assembly_Bases	58854
gage_Missing_Assembly_Contigs	189
gage_Duplicated_Reference_Bases	3447
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	803
gage_Avg_Idy	98.33
gage_SNPs	183
gage_Indels_<_5bp	4
gage_Indels_>=_5	2
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	41
ratt_elements_transferred	37
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	4
ratt_elements_not_transferred	4
ratt_gene_models_to_transfer	11
ratt_gene_models_transferred	10
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	1
