ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000096
ref_EMBL_files	DQ234790.embl
ref_bases	9056
ref_sequences	1
ref_bases_assembled	8878
ref_sequences_assembled	1
ref_sequences_assembled_ok	1
ref_bases_assembler_missed	118
assembly_bases	25268
assembly_bases_in_ref	8884
assembly_contigs	29
assembly_contigs_hit_ref	1
assembly_bases_reads_disagree	44
assembly_sum_longest_match_each_segment	9030
cds_number	9
cds_assembled	8
cds_assembled_ok	7
gage_Missing_Reference_Bases	408
gage_Missing_Assembly_Bases	16621
gage_Missing_Assembly_Contigs	28
gage_Duplicated_Reference_Bases	0
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	146
gage_Avg_Idy	92.33
gage_SNPs	627
gage_Indels_<_5bp	33
gage_Indels_>=_5	5
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	19
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	0
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	9
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	0
