ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000040
ref_EMBL_files	AY795904.embl
ref_bases	8836
ref_sequences	1
ref_bases_assembled	8727
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	24
assembly_bases	638888
assembly_bases_in_ref	9411
assembly_contigs	1715
assembly_contigs_hit_ref	3
assembly_bases_reads_disagree	799
assembly_sum_longest_match_each_segment	9053
cds_number	9
cds_assembled	8
cds_assembled_ok	4
gage_Missing_Reference_Bases	2029
gage_Missing_Assembly_Bases	632083
gage_Missing_Assembly_Contigs	1714
gage_Duplicated_Reference_Bases	0
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	1370
gage_Avg_Idy	91.27
gage_SNPs	587
gage_Indels_<_5bp	7
gage_Indels_>=_5	5
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	19
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	0
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	9
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	0
