ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/3034/Ref_DB/EMBL/added.2000000049
ref_EMBL_files	GU907114.embl GU907115.embl GU907116.embl GU907117.embl GU907118.embl GU907119.embl GU907120.embl GU907121.embl
ref_bases	13609
ref_sequences	8
ref_bases_assembled	13437
ref_sequences_assembled	8
ref_sequences_assembled_ok	6
ref_bases_assembler_missed	170
assembly_bases	14827
assembly_bases_in_ref	14594
assembly_contigs	10
assembly_contigs_hit_ref	10
assembly_bases_reads_disagree	1
assembly_sum_longest_match_each_segment	13615
cds_number	11
cds_assembled	11
cds_assembled_ok	7
gage_Missing_Reference_Bases	172
gage_Missing_Assembly_Bases	362
gage_Missing_Assembly_Contigs	0
gage_Duplicated_Reference_Bases	857
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	233
gage_Avg_Idy	98.81
gage_SNPs	160
gage_Indels_<_5bp	1
gage_Indels_>=_5	1
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	30
ratt_elements_transferred	30
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	0
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	11
ratt_gene_models_transferred	11
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	0
