ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/3034/Ref_DB/EMBL/added.2000000008
ref_EMBL_files	CY118123.embl CY118124.embl CY118125.embl CY118126.embl CY118127.embl CY118128.embl CY118129.embl CY118130.embl
ref_bases	13381
ref_sequences	8
ref_bases_assembled	10787
ref_sequences_assembled	5
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	2592
assembly_bases	98051
assembly_bases_in_ref	51317
assembly_contigs	255
assembly_contigs_hit_ref	224
assembly_bases_reads_disagree	64
assembly_sum_longest_match_each_segment	8844
cds_number	11
cds_assembled	8
cds_assembled_ok	0
gage_Missing_Reference_Bases	2594
gage_Missing_Assembly_Bases	49097
gage_Missing_Assembly_Contigs	48
gage_Duplicated_Reference_Bases	36360
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	35746
gage_Avg_Idy	98.15
gage_SNPs	131
gage_Indels_<_5bp	4
gage_Indels_>=_5	1
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	41
ratt_elements_transferred	37
ratt_elements_transferred_partially	0
ratt_elements_split	4
ratt_parts_of_elements_not_transferred	4
ratt_elements_not_transferred	4
ratt_gene_models_to_transfer	11
ratt_gene_models_transferred	10
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	1
