ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/3034/Ref_DB/EMBL/added.2000000094
ref_EMBL_files	CY105726.embl CY105727.embl CY105728.embl CY105729.embl CY105730.embl CY105731.embl CY105732.embl CY105733.embl
ref_bases	13386
ref_sequences	8
ref_bases_assembled	13384
ref_sequences_assembled	8
ref_sequences_assembled_ok	8
ref_bases_assembler_missed	2
assembly_bases	15060
assembly_bases_in_ref	13384
assembly_contigs	12
assembly_contigs_hit_ref	8
assembly_bases_reads_disagree	2
assembly_sum_longest_match_each_segment	13528
cds_number	11
cds_assembled	11
cds_assembled_ok	9
gage_Missing_Reference_Bases	2
gage_Missing_Assembly_Bases	1676
gage_Missing_Assembly_Contigs	4
gage_Duplicated_Reference_Bases	0
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	144
gage_Avg_Idy	98.56
gage_SNPs	193
gage_Indels_<_5bp	0
gage_Indels_>=_5	0
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	41
ratt_elements_transferred	41
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	0
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	11
ratt_gene_models_transferred	11
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	0
