ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/3034/Ref_DB/EMBL/added.2000000058
ref_EMBL_files	KF559862.embl KF559863.embl KF559864.embl KF559865.embl KF559866.embl KF559867.embl KF559868.embl KF559869.embl
ref_bases	13417
ref_sequences	8
ref_bases_assembled	11735
ref_sequences_assembled	6
ref_sequences_assembled_ok	4
ref_bases_assembler_missed	1682
assembly_bases	16987
assembly_bases_in_ref	13858
assembly_contigs	22
assembly_contigs_hit_ref	15
assembly_bases_reads_disagree	5
assembly_sum_longest_match_each_segment	9642
cds_number	11
cds_assembled	8
cds_assembled_ok	4
gage_Missing_Reference_Bases	1792
gage_Missing_Assembly_Bases	3303
gage_Missing_Assembly_Contigs	7
gage_Duplicated_Reference_Bases	1338
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	299
gage_Avg_Idy	99.2
gage_SNPs	78
gage_Indels_<_5bp	1
gage_Indels_>=_5	3
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	49
ratt_elements_transferred	44
ratt_elements_transferred_partially	0
ratt_elements_split	4
ratt_parts_of_elements_not_transferred	7
ratt_elements_not_transferred	5
ratt_gene_models_to_transfer	11
ratt_gene_models_transferred	10
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	1
