ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000017
ref_EMBL_files	JX140656.embl
ref_bases	8958
ref_sequences	1
ref_bases_assembled	8480
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	394
assembly_bases	677228
assembly_bases_in_ref	14326
assembly_contigs	1701
assembly_contigs_hit_ref	11
assembly_bases_reads_disagree	668
assembly_sum_longest_match_each_segment	3446
cds_number	8
cds_assembled	4
cds_assembled_ok	2
gage_Missing_Reference_Bases	850
gage_Missing_Assembly_Bases	664944
gage_Missing_Assembly_Contigs	1694
gage_Duplicated_Reference_Bases	4128
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	4450
gage_Avg_Idy	90.81
gage_SNPs	738
gage_Indels_<_5bp	11
gage_Indels_>=_5	6
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	17
ratt_elements_transferred_partially	0
ratt_elements_split	6
ratt_parts_of_elements_not_transferred	2
ratt_elements_not_transferred	2
ratt_gene_models_to_transfer	8
ratt_gene_models_transferred	7
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	1
