ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/3034/Ref_DB/EMBL/added.2000000081
ref_EMBL_files	KJ943154.embl KJ943155.embl KJ943156.embl KJ943157.embl KJ943158.embl KJ943159.embl KJ943160.embl KJ943161.embl
ref_bases	13286
ref_sequences	8
ref_bases_assembled	8475
ref_sequences_assembled	5
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	4811
assembly_bases	97600
assembly_bases_in_ref	48314
assembly_contigs	195
assembly_contigs_hit_ref	183
assembly_bases_reads_disagree	56
assembly_sum_longest_match_each_segment	9895
cds_number	12
cds_assembled	8
cds_assembled_ok	0
gage_Missing_Reference_Bases	4811
gage_Missing_Assembly_Bases	52196
gage_Missing_Assembly_Contigs	26
gage_Duplicated_Reference_Bases	36334
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	42111
gage_Avg_Idy	99.25
gage_SNPs	34
gage_Indels_<_5bp	2
gage_Indels_>=_5	0
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	35
ratt_elements_transferred	27
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	8
ratt_elements_not_transferred	8
ratt_gene_models_to_transfer	12
ratt_gene_models_transferred	9
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	3
