ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000059
ref_EMBL_files	JX140669.embl
ref_bases	8978
ref_sequences	1
ref_bases_assembled	8873
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	25
assembly_bases	17217
assembly_bases_in_ref	13639
assembly_contigs	6
assembly_contigs_hit_ref	2
assembly_bases_reads_disagree	68
assembly_sum_longest_match_each_segment	9972
cds_number	9
cds_assembled	7
cds_assembled_ok	1
gage_Missing_Reference_Bases	512
gage_Missing_Assembly_Bases	5185
gage_Missing_Assembly_Contigs	4
gage_Duplicated_Reference_Bases	2309
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	1190
gage_Avg_Idy	91.45
gage_SNPs	600
gage_Indels_<_5bp	47
gage_Indels_>=_5	2
gage_Inversions	1
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	19
ratt_elements_transferred	19
ratt_elements_transferred_partially	0
ratt_elements_split	2
ratt_parts_of_elements_not_transferred	0
ratt_elements_not_transferred	0
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	9
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	0
