ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/3034/Ref_DB/EMBL/added.2000000008
ref_EMBL_files	CY118123.embl CY118124.embl CY118125.embl CY118126.embl CY118127.embl CY118128.embl CY118129.embl CY118130.embl
ref_bases	13381
ref_sequences	8
ref_bases_assembled	13377
ref_sequences_assembled	8
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	2
assembly_bases	507666
assembly_bases_in_ref	31461
assembly_contigs	6122
assembly_contigs_hit_ref	124
assembly_bases_reads_disagree	123
assembly_sum_longest_match_each_segment	10505
cds_number	11
cds_assembled	11
cds_assembled_ok	0
gage_Missing_Reference_Bases	28
gage_Missing_Assembly_Bases	489802
gage_Missing_Assembly_Contigs	6103
gage_Duplicated_Reference_Bases	4016
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	1062
gage_Avg_Idy	98.4
gage_SNPs	194
gage_Indels_<_5bp	0
gage_Indels_>=_5	1
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	41
ratt_elements_transferred	39
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	2
ratt_elements_not_transferred	2
ratt_gene_models_to_transfer	11
ratt_gene_models_transferred	10
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	1
