ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/3034/Ref_DB/EMBL/added.2000000018
ref_EMBL_files	CY068033.embl CY068034.embl CY068035.embl CY068036.embl CY068037.embl CY068038.embl CY068039.embl CY068040.embl
ref_bases	13378
ref_sequences	8
ref_bases_assembled	12303
ref_sequences_assembled	6
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	1075
assembly_bases	27201
assembly_bases_in_ref	21616
assembly_contigs	58
assembly_contigs_hit_ref	46
assembly_bases_reads_disagree	40
assembly_sum_longest_match_each_segment	9044
cds_number	12
cds_assembled	8
cds_assembled_ok	0
gage_Missing_Reference_Bases	1154
gage_Missing_Assembly_Bases	5778
gage_Missing_Assembly_Contigs	12
gage_Duplicated_Reference_Bases	7429
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	1573
gage_Avg_Idy	98.42
gage_SNPs	159
gage_Indels_<_5bp	5
gage_Indels_>=_5	1
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	43
ratt_elements_transferred	38
ratt_elements_transferred_partially	1
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	5
ratt_elements_not_transferred	4
ratt_gene_models_to_transfer	12
ratt_gene_models_transferred	9
ratt_gene_models_transferred_partially	1
ratt_exons_not_transferred_from_partial_matches	1
ratt_gene_models_not_transferred	2
