ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/479/Ref_DB/EMBL/added.2000000026
ref_EMBL_files	GU362881.embl
ref_bases	8911
ref_sequences	1
ref_bases_assembled	8911
ref_sequences_assembled	1
ref_sequences_assembled_ok	0
ref_bases_assembler_missed	0
assembly_bases	14609
assembly_bases_in_ref	9839
assembly_contigs	18
assembly_contigs_hit_ref	4
assembly_bases_reads_disagree	17
assembly_sum_longest_match_each_segment	4774
cds_number	9
cds_assembled	7
cds_assembled_ok	4
gage_Missing_Reference_Bases	1112
gage_Missing_Assembly_Bases	6153
gage_Missing_Assembly_Contigs	15
gage_Duplicated_Reference_Bases	389
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	346
gage_Avg_Idy	91.87
gage_SNPs	612
gage_Indels_<_5bp	28
gage_Indels_>=_5	6
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	21
ratt_elements_transferred	8
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	15
ratt_elements_not_transferred	13
ratt_gene_models_to_transfer	9
ratt_gene_models_transferred	3
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	6
