ref_EMBL_dir	/lustre/scratch108/parasites/mh12/IVA/IVA-paper/3034/Ref_DB/EMBL/added.2000000058
ref_EMBL_files	KF559862.embl KF559863.embl KF559864.embl KF559865.embl KF559866.embl KF559867.embl KF559868.embl KF559869.embl
ref_bases	13417
ref_sequences	8
ref_bases_assembled	12275
ref_sequences_assembled	6
ref_sequences_assembled_ok	3
ref_bases_assembler_missed	1142
assembly_bases	69833
assembly_bases_in_ref	16014
assembly_contigs	105
assembly_contigs_hit_ref	18
assembly_bases_reads_disagree	244
assembly_sum_longest_match_each_segment	11393
cds_number	11
cds_assembled	8
cds_assembled_ok	3
gage_Missing_Reference_Bases	1279
gage_Missing_Assembly_Bases	53981
gage_Missing_Assembly_Contigs	88
gage_Duplicated_Reference_Bases	2551
gage_Compressed_Reference_Bases	0
gage_Bad_Trim	654
gage_Avg_Idy	94.63
gage_SNPs	683
gage_Indels_<_5bp	7
gage_Indels_>=_5	0
gage_Inversions	0
gage_Relocation	0
gage_Translocation	0
ratt_elements_found	49
ratt_elements_transferred	45
ratt_elements_transferred_partially	0
ratt_elements_split	0
ratt_parts_of_elements_not_transferred	4
ratt_elements_not_transferred	4
ratt_gene_models_to_transfer	11
ratt_gene_models_transferred	10
ratt_gene_models_transferred_partially	0
ratt_exons_not_transferred_from_partial_matches	0
ratt_gene_models_not_transferred	1
